service_order_id,order_date,month,service_center_id,model_id,variant_id,service_type,job_category,service_channel,status,warranty_flag,repeat_repair_flag,campaign_flag,appointment_flag,promised_delivery_date,completed_date,labor_hours,bay_hours
SO0000161,2025-12-04,2025-12-01,SVC001,MDL003,VAR017,Warranty Repair,Electrical,Walk-in,Open,true,false,false,false,2025-12-05,,6.8,6.0
SO0000162,2025-12-13,2025-12-01,SVC001,MDL003,VAR018,Running Repair,Maintenance,Appointment,Open,true,false,false,true,2025-12-14,,4.1,3.0
SO0000163,2025-12-07,2025-12-01,SVC001,MDL004,VAR019,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2025-12-12,2025-12-16,23.8,17.8
SO0000164,2025-12-03,2025-12-01,SVC001,MDL004,VAR020,Periodic Service,Electrical,Pickup-Drop,Completed,false,false,false,true,2025-12-04,2025-12-05,3.0,2.2
SO0000165,2025-12-20,2025-12-01,SVC001,MDL004,VAR021,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2025-12-21,2025-12-20,4.7,3.9
SO0000166,2025-12-21,2025-12-01,SVC001,MDL004,VAR022,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2025-12-26,2025-12-29,13.3,10.9
SO0000167,2025-12-22,2025-12-01,SVC001,MDL004,VAR023,Inspection,Body Repair,Appointment,Completed,false,false,false,true,2025-12-23,2025-12-23,6.7,4.4
SO0000168,2025-12-25,2025-12-01,SVC001,MDL004,VAR024,Running Repair,Body Repair,Fleet,Cancelled,false,false,false,true,2025-12-26,,2.7,2.4
SO0000169,2025-12-08,2025-12-01,SVC001,MDL005,VAR025,Inspection,Diagnostics,Fleet,Completed,false,false,false,true,2025-12-09,2025-12-10,7.4,5.2
SO0000170,2025-12-20,2025-12-01,SVC001,MDL005,VAR026,Periodic Service,Body Repair,Fleet,Completed,false,false,false,false,2025-12-21,2025-12-21,3.1,2.6
SO0000171,2025-12-04,2025-12-01,SVC001,MDL005,VAR027,Recall Campaign,Campaign,Appointment,Completed,false,false,true,false,2025-12-05,2025-12-06,4.5,3.3
SO0000172,2025-12-11,2025-12-01,SVC001,MDL005,VAR028,Periodic Service,Mechanical,Fleet,Open,false,false,false,true,2025-12-12,,2.3,2.0
SO0000173,2025-12-20,2025-12-01,SVC001,MDL005,VAR029,Warranty Repair,Body Repair,Walk-in,Cancelled,true,false,false,true,2025-12-21,,7.0,5.0
SO0000174,2025-12-31,2025-12-01,SVC001,MDL005,VAR030,Inspection,Mechanical,Appointment,Open,false,false,false,false,2026-01-01,,6.2,5.0
SO0000175,2025-12-24,2025-12-01,SVC001,MDL006,VAR031,Running Repair,Electrical,Walk-in,Cancelled,false,false,false,true,2025-12-25,,7.4,5.3
SO0000176,2025-12-22,2025-12-01,SVC001,MDL006,VAR032,Accident Repair,Body Repair,Walk-in,Open,false,false,false,true,2025-12-27,,23.3,20.4
SO0000177,2025-12-22,2025-12-01,SVC001,MDL006,VAR033,Running Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2025-12-23,2025-12-23,5.9,3.9
SO0000178,2025-12-11,2025-12-01,SVC001,MDL006,VAR034,Running Repair,Diagnostics,Appointment,Open,false,false,false,false,2025-12-12,,7.6,5.1
SO0000179,2025-12-06,2025-12-01,SVC001,MDL006,VAR035,Accident Repair,Body Repair,Walk-in,Cancelled,false,false,false,false,2025-12-11,,22.8,18.5
SO0000180,2025-12-14,2025-12-01,SVC001,MDL006,VAR036,Accident Repair,Body Repair,Walk-in,Open,false,false,false,true,2025-12-19,,21.0,16.7
SO0000181,2025-12-16,2025-12-01,SVC001,MDL007,VAR037,Periodic Service,Mechanical,Pickup-Drop,Completed,false,false,false,true,2025-12-17,2025-12-16,2.2,1.6
SO0000182,2025-12-27,2025-12-01,SVC001,MDL007,VAR038,Accident Repair,Body Repair,Appointment,Completed,true,false,false,true,2026-01-01,2026-01-02,21.6,16.1
SO0000183,2025-12-02,2025-12-01,SVC001,MDL007,VAR039,Periodic Service,Maintenance,Appointment,Completed,true,false,false,false,2025-12-03,2025-12-03,2.0,1.5
SO0000184,2025-12-02,2025-12-01,SVC001,MDL007,VAR040,Recall Campaign,Campaign,Fleet,Cancelled,false,false,true,true,2025-12-03,,6.6,5.5
SO0000185,2025-12-13,2025-12-01,SVC001,MDL007,VAR041,Running Repair,Maintenance,Walk-in,Completed,false,true,false,true,2025-12-14,2025-12-14,5.2,4.6
SO0000186,2025-12-15,2025-12-01,SVC001,MDL007,VAR042,Running Repair,Campaign,Pickup-Drop,Completed,false,false,false,true,2025-12-16,2025-12-17,6.3,5.2
SO0000187,2025-12-27,2025-12-01,SVC001,MDL008,VAR043,Inspection,Electrical,Walk-in,Completed,false,false,false,false,2025-12-28,2025-12-28,2.4,2.1
SO0000188,2025-12-01,2025-12-01,SVC001,MDL008,VAR044,Running Repair,Electrical,Fleet,Completed,true,false,false,false,2025-12-02,2025-12-03,5.8,4.3
SO0000189,2025-12-04,2025-12-01,SVC001,MDL008,VAR045,Warranty Repair,Maintenance,Fleet,Cancelled,true,false,false,true,2025-12-05,,4.5,3.9
SO0000190,2025-12-18,2025-12-01,SVC001,MDL008,VAR046,Inspection,Body Repair,Appointment,Completed,false,false,false,true,2025-12-19,2025-12-18,4.4,3.1
SO0000191,2025-12-24,2025-12-01,SVC001,MDL008,VAR047,Inspection,Mechanical,Walk-in,Cancelled,false,false,false,true,2025-12-25,,3.3,2.6
SO0000192,2025-12-31,2025-12-01,SVC001,MDL008,VAR048,Recall Campaign,Campaign,Appointment,Completed,false,true,true,true,2026-01-01,2025-12-31,7.5,5.0
SO0000193,2025-12-15,2025-12-01,SVC001,MDL009,VAR049,Running Repair,Diagnostics,Pickup-Drop,Completed,false,false,false,true,2025-12-16,2025-12-15,4.5,3.6
SO0000194,2025-12-15,2025-12-01,SVC001,MDL009,VAR050,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2025-12-16,2025-12-15,3.3,2.5
SO0000195,2025-12-26,2025-12-01,SVC001,MDL009,VAR051,Periodic Service,Body Repair,Fleet,Completed,false,false,false,true,2025-12-27,2025-12-28,2.9,1.9
SO0000196,2025-12-26,2025-12-01,SVC001,MDL009,VAR052,Accident Repair,Body Repair,Fleet,Completed,false,true,false,true,2025-12-31,2026-01-04,9.1,8.0
SO0000197,2025-12-21,2025-12-01,SVC001,MDL009,VAR053,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2025-12-22,2025-12-21,3.5,2.9
SO0000198,2025-12-27,2025-12-01,SVC001,MDL009,VAR054,Inspection,Mechanical,Fleet,Open,false,false,false,true,2025-12-28,,6.6,5.1
SO0000199,2025-12-30,2025-12-01,SVC001,MDL010,VAR055,Periodic Service,Mechanical,Pickup-Drop,Completed,true,false,false,true,2025-12-31,2025-12-31,1.3,0.9
SO0000200,2025-12-13,2025-12-01,SVC001,MDL010,VAR056,Inspection,Diagnostics,Appointment,Open,true,false,false,false,2025-12-14,,3.9,3.3
SO0000201,2025-12-27,2025-12-01,SVC001,MDL010,VAR057,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,true,2025-12-28,,3.6,2.9
SO0000202,2025-12-29,2025-12-01,SVC001,MDL010,VAR058,Recall Campaign,Campaign,Appointment,Open,false,false,true,false,2025-12-30,,7.1,6.0
SO0000203,2025-12-19,2025-12-01,SVC001,MDL010,VAR059,Warranty Repair,Maintenance,Appointment,Completed,true,false,false,false,2025-12-20,2025-12-19,6.4,4.3
SO0000204,2025-12-28,2025-12-01,SVC001,MDL010,VAR060,Inspection,Body Repair,Appointment,Completed,true,false,false,false,2025-12-29,2025-12-29,2.4,2.0
SO0000205,2025-12-21,2025-12-01,SVC001,MDL011,VAR061,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2025-12-22,2025-12-21,7.8,6.0
SO0000206,2025-12-23,2025-12-01,SVC001,MDL011,VAR062,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,false,2025-12-24,2025-12-25,4.9,4.1
SO0000207,2025-12-27,2025-12-01,SVC001,MDL011,VAR063,Running Repair,Campaign,Fleet,Completed,false,false,false,true,2025-12-28,2025-12-27,6.5,5.2
SO0000208,2025-12-08,2025-12-01,SVC001,MDL011,VAR064,Periodic Service,Campaign,Pickup-Drop,Completed,false,false,false,true,2025-12-09,2025-12-08,2.1,1.8
SO0000209,2025-12-04,2025-12-01,SVC001,MDL011,VAR065,Running Repair,Campaign,Appointment,Open,false,false,false,false,2025-12-05,,6.1,5.0
SO0000210,2025-12-31,2025-12-01,SVC001,MDL011,VAR066,Periodic Service,Body Repair,Fleet,Completed,true,false,false,true,2026-01-01,2025-12-31,2.1,1.5
SO0000211,2025-12-13,2025-12-01,SVC001,MDL012,VAR067,Periodic Service,Maintenance,Pickup-Drop,Open,true,false,false,false,2025-12-14,,3.1,2.3
SO0000212,2025-12-16,2025-12-01,SVC001,MDL012,VAR068,Periodic Service,Campaign,Appointment,Completed,true,false,false,false,2025-12-17,2025-12-17,2.4,1.6
SO0000213,2025-12-13,2025-12-01,SVC001,MDL012,VAR069,Inspection,Diagnostics,Fleet,Completed,false,false,false,true,2025-12-14,2025-12-14,2.1,1.5
SO0000214,2025-12-22,2025-12-01,SVC001,MDL012,VAR070,Inspection,Mechanical,Appointment,Completed,false,false,false,false,2025-12-23,2025-12-24,5.6,4.9
SO0000215,2025-12-06,2025-12-01,SVC001,MDL012,VAR071,Warranty Repair,Campaign,Fleet,Completed,true,false,false,true,2025-12-07,2025-12-06,3.8,2.9
SO0000216,2025-12-19,2025-12-01,SVC001,MDL012,VAR072,Warranty Repair,Maintenance,Walk-in,Completed,true,false,false,true,2025-12-20,2025-12-19,6.8,4.8
SO0000217,2025-12-12,2025-12-01,SVC001,MDL001,VAR001,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2025-12-17,2025-12-19,21.9,18.8
SO0000218,2025-12-19,2025-12-01,SVC001,MDL001,VAR002,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2025-12-20,2025-12-21,3.3,2.5
SO0000219,2025-12-14,2025-12-01,SVC001,MDL001,VAR003,Warranty Repair,Mechanical,Walk-in,Open,true,false,false,true,2025-12-15,,2.2,1.6
SO0000220,2025-12-23,2025-12-01,SVC001,MDL001,VAR004,Periodic Service,Mechanical,Walk-in,Completed,false,false,false,true,2025-12-24,2025-12-25,1.9,1.6
SO0000221,2025-12-07,2025-12-01,SVC001,MDL001,VAR005,Running Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2025-12-08,2025-12-08,6.5,4.6
SO0000222,2025-12-19,2025-12-01,SVC001,MDL001,VAR006,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2025-12-20,2025-12-21,6.8,4.9
SO0000223,2025-12-05,2025-12-01,SVC001,MDL002,VAR007,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2025-12-06,2025-12-06,7.9,6.7
SO0000224,2025-12-15,2025-12-01,SVC001,MDL002,VAR008,Running Repair,Maintenance,Pickup-Drop,Completed,false,false,false,true,2025-12-16,2025-12-16,4.3,3.5
SO0000225,2026-01-02,2026-01-01,SVC001,MDL001,VAR001,Running Repair,Mechanical,Fleet,Completed,true,false,false,true,2026-01-03,2026-01-04,3.9,3.2
SO0000226,2026-01-09,2026-01-01,SVC001,MDL001,VAR002,Accident Repair,Body Repair,Appointment,Completed,false,false,false,false,2026-01-14,2026-01-13,14.7,12.3
SO0000227,2026-01-22,2026-01-01,SVC001,MDL001,VAR003,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-01-23,2026-01-22,4.3,3.5
SO0000228,2026-01-19,2026-01-01,SVC001,MDL001,VAR004,Periodic Service,Mechanical,Fleet,Completed,false,false,false,true,2026-01-20,2026-01-21,2.1,1.9
SO0000229,2026-01-23,2026-01-01,SVC001,MDL001,VAR005,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-01-24,2026-01-24,3.4,2.2
SO0000230,2026-01-09,2026-01-01,SVC001,MDL001,VAR006,Inspection,Diagnostics,Appointment,Completed,false,false,false,false,2026-01-10,2026-01-10,3.2,2.8
SO0000231,2026-01-05,2026-01-01,SVC001,MDL002,VAR007,Recall Campaign,Campaign,Pickup-Drop,Cancelled,true,false,true,true,2026-01-06,,5.1,3.8
SO0000232,2026-01-18,2026-01-01,SVC001,MDL002,VAR008,Warranty Repair,Maintenance,Appointment,Cancelled,true,false,false,false,2026-01-19,,7.2,5.1
SO0000233,2026-01-02,2026-01-01,SVC001,MDL002,VAR009,Recall Campaign,Campaign,Appointment,Open,false,false,true,false,2026-01-03,,2.7,2.4
SO0000234,2026-01-07,2026-01-01,SVC001,MDL002,VAR010,Recall Campaign,Campaign,Walk-in,Cancelled,false,false,true,true,2026-01-08,,2.6,1.9
SO0000235,2026-01-13,2026-01-01,SVC001,MDL002,VAR011,Warranty Repair,Mechanical,Appointment,Completed,true,false,false,true,2026-01-14,2026-01-14,4.7,3.2
SO0000236,2026-01-21,2026-01-01,SVC001,MDL002,VAR012,Periodic Service,Campaign,Fleet,Open,true,false,false,true,2026-01-22,,1.8,1.2
SO0000237,2026-01-26,2026-01-01,SVC001,MDL003,VAR013,Running Repair,Body Repair,Appointment,Completed,false,false,false,false,2026-01-27,2026-01-28,4.8,3.6
SO0000238,2026-01-22,2026-01-01,SVC001,MDL003,VAR014,Warranty Repair,Campaign,Fleet,Completed,true,false,false,true,2026-01-23,2026-01-23,3.0,2.4
SO0000239,2026-01-25,2026-01-01,SVC001,MDL003,VAR015,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-01-30,2026-02-01,19.0,14.0
SO0000240,2026-01-06,2026-01-01,SVC001,MDL003,VAR016,Accident Repair,Body Repair,Pickup-Drop,Open,false,false,false,true,2026-01-11,,23.0,16.5
SO0000241,2026-01-25,2026-01-01,SVC001,MDL003,VAR017,Accident Repair,Body Repair,Appointment,Completed,false,false,false,true,2026-01-30,2026-02-02,16.2,11.3
SO0000242,2026-01-07,2026-01-01,SVC001,MDL003,VAR018,Recall Campaign,Campaign,Fleet,Completed,false,false,true,true,2026-01-08,2026-01-09,3.3,2.5
SO0000243,2026-01-31,2026-01-01,SVC001,MDL004,VAR019,Recall Campaign,Campaign,Walk-in,Completed,false,false,true,true,2026-02-01,2026-02-01,4.5,3.0
SO0000244,2026-01-06,2026-01-01,SVC001,MDL004,VAR020,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-07,2026-01-08,2.4,1.9
SO0000245,2026-01-25,2026-01-01,SVC001,MDL004,VAR021,Running Repair,Maintenance,Walk-in,Completed,false,false,false,true,2026-01-26,2026-01-27,4.4,3.5
SO0000246,2026-01-21,2026-01-01,SVC001,MDL004,VAR022,Warranty Repair,Body Repair,Pickup-Drop,Completed,true,false,false,true,2026-01-22,2026-01-22,5.4,3.6
SO0000247,2026-01-23,2026-01-01,SVC001,MDL004,VAR023,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-01-24,2026-01-23,6.3,4.3
SO0000248,2026-01-04,2026-01-01,SVC001,MDL004,VAR024,Running Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-01-05,2026-01-05,4.4,2.9
SO0000249,2026-01-09,2026-01-01,SVC001,MDL005,VAR025,Inspection,Electrical,Pickup-Drop,Completed,false,false,false,true,2026-01-10,2026-01-10,7.1,5.7
SO0000250,2026-01-19,2026-01-01,SVC001,MDL005,VAR026,Warranty Repair,Diagnostics,Appointment,Open,true,false,false,true,2026-01-20,,3.3,2.4
SO0000251,2026-01-13,2026-01-01,SVC001,MDL005,VAR027,Inspection,Body Repair,Appointment,Completed,false,false,false,true,2026-01-14,2026-01-14,6.1,5.4
SO0000252,2026-01-07,2026-01-01,SVC001,MDL005,VAR028,Recall Campaign,Campaign,Pickup-Drop,Cancelled,false,false,true,true,2026-01-08,,7.5,5.7
SO0000253,2026-01-24,2026-01-01,SVC001,MDL005,VAR029,Running Repair,Maintenance,Fleet,Open,false,false,false,true,2026-01-25,,5.5,3.7
SO0000254,2026-01-29,2026-01-01,SVC001,MDL005,VAR030,Running Repair,Campaign,Walk-in,Completed,false,false,false,true,2026-01-30,2026-01-30,3.9,3.5
SO0000255,2026-01-09,2026-01-01,SVC001,MDL006,VAR031,Inspection,Electrical,Appointment,Cancelled,false,false,false,false,2026-01-10,,6.5,5.8
SO0000256,2026-01-01,2026-01-01,SVC001,MDL006,VAR032,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,false,2026-01-02,2026-01-02,4.6,4.1
SO0000257,2026-01-13,2026-01-01,SVC001,MDL006,VAR033,Running Repair,Electrical,Appointment,Completed,true,false,false,true,2026-01-14,2026-01-14,2.3,1.9
SO0000258,2026-01-21,2026-01-01,SVC001,MDL006,VAR034,Accident Repair,Body Repair,Fleet,Cancelled,false,false,false,true,2026-01-26,,10.9,9.3
SO0000259,2026-01-26,2026-01-01,SVC001,MDL006,VAR035,Warranty Repair,Body Repair,Pickup-Drop,Completed,true,false,false,true,2026-01-27,2026-01-26,4.3,3.2
SO0000260,2026-01-08,2026-01-01,SVC001,MDL006,VAR036,Warranty Repair,Campaign,Appointment,Completed,true,false,false,true,2026-01-09,2026-01-09,2.9,2.6
SO0000261,2026-01-08,2026-01-01,SVC001,MDL007,VAR037,Accident Repair,Body Repair,Fleet,Completed,false,false,false,true,2026-01-13,2026-01-13,16.8,11.8
SO0000262,2026-01-21,2026-01-01,SVC001,MDL007,VAR038,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-01-26,2026-01-28,18.1,13.9
SO0000263,2026-01-15,2026-01-01,SVC001,MDL007,VAR039,Running Repair,Electrical,Fleet,Open,true,false,false,true,2026-01-16,,6.4,4.9
SO0000264,2026-01-22,2026-01-01,SVC001,MDL007,VAR040,Accident Repair,Body Repair,Pickup-Drop,Open,false,false,false,true,2026-01-27,,21.5,15.7
SO0000265,2026-01-27,2026-01-01,SVC001,MDL007,VAR041,Warranty Repair,Diagnostics,Pickup-Drop,Open,true,false,false,true,2026-01-28,,4.3,3.4
SO0000266,2026-01-28,2026-01-01,SVC001,MDL007,VAR042,Warranty Repair,Body Repair,Appointment,Cancelled,true,true,false,false,2026-01-29,,4.7,4.2
SO0000267,2026-01-17,2026-01-01,SVC001,MDL008,VAR043,Inspection,Body Repair,Fleet,Completed,false,false,false,true,2026-01-18,2026-01-19,7.9,6.6
SO0000268,2026-01-15,2026-01-01,SVC001,MDL008,VAR044,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-16,2026-01-17,3.5,2.6
SO0000269,2026-01-01,2026-01-01,SVC001,MDL008,VAR045,Recall Campaign,Campaign,Appointment,Cancelled,false,false,true,true,2026-01-02,,6.9,5.4
SO0000270,2026-01-29,2026-01-01,SVC001,MDL008,VAR046,Running Repair,Body Repair,Appointment,Cancelled,false,false,false,true,2026-01-30,,7.8,6.1
SO0000271,2026-01-26,2026-01-01,SVC001,MDL008,VAR047,Periodic Service,Diagnostics,Appointment,Completed,false,false,false,true,2026-01-27,2026-01-26,1.6,1.3
SO0000272,2026-01-29,2026-01-01,SVC001,MDL008,VAR048,Accident Repair,Body Repair,Fleet,Completed,false,false,false,false,2026-02-03,2026-02-04,13.6,9.1
SO0000273,2026-01-28,2026-01-01,SVC001,MDL009,VAR049,Recall Campaign,Campaign,Pickup-Drop,Completed,false,false,true,true,2026-01-29,2026-01-28,6.2,4.4
SO0000274,2026-01-14,2026-01-01,SVC001,MDL009,VAR050,Recall Campaign,Campaign,Fleet,Completed,false,false,true,false,2026-01-15,2026-01-15,4.6,3.1
SO0000275,2026-01-29,2026-01-01,SVC001,MDL009,VAR051,Recall Campaign,Campaign,Appointment,Completed,false,false,true,true,2026-01-30,2026-01-30,3.1,2.2
SO0000276,2026-01-18,2026-01-01,SVC001,MDL009,VAR052,Warranty Repair,Diagnostics,Fleet,Completed,true,false,false,false,2026-01-19,2026-01-19,5.9,4.7
SO0000277,2026-01-01,2026-01-01,SVC001,MDL009,VAR053,Accident Repair,Body Repair,Fleet,Cancelled,false,false,false,true,2026-01-06,,11.9,9.4
SO0000278,2026-01-23,2026-01-01,SVC001,MDL009,VAR054,Accident Repair,Body Repair,Pickup-Drop,Cancelled,false,false,false,true,2026-01-28,,22.1,19.8
SO0000279,2026-01-30,2026-01-01,SVC001,MDL010,VAR055,Running Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-01-31,2026-01-30,5.8,4.2
SO0000280,2026-01-01,2026-01-01,SVC001,MDL010,VAR056,Periodic Service,Campaign,Walk-in,Completed,false,false,false,false,2026-01-02,2026-01-03,1.7,1.1
SO0000281,2026-01-08,2026-01-01,SVC001,MDL010,VAR057,Periodic Service,Diagnostics,Appointment,Completed,false,false,false,false,2026-01-09,2026-01-08,2.1,1.4
SO0000282,2026-01-09,2026-01-01,SVC001,MDL010,VAR058,Inspection,Campaign,Appointment,Completed,false,false,false,true,2026-01-10,2026-01-09,4.2,3.3
SO0000283,2026-01-16,2026-01-01,SVC001,MDL010,VAR059,Warranty Repair,Electrical,Fleet,Completed,true,false,false,false,2026-01-17,2026-01-17,4.6,3.2
SO0000284,2026-01-18,2026-01-01,SVC001,MDL010,VAR060,Inspection,Body Repair,Fleet,Completed,false,false,false,true,2026-01-19,2026-01-19,2.8,2.2
SO0000285,2026-01-19,2026-01-01,SVC001,MDL011,VAR061,Warranty Repair,Diagnostics,Fleet,Cancelled,true,false,false,true,2026-01-20,,3.4,2.4
SO0000286,2026-01-26,2026-01-01,SVC001,MDL011,VAR062,Periodic Service,Mechanical,Walk-in,Open,false,false,false,true,2026-01-27,,1.6,1.2
SO0000287,2026-01-29,2026-01-01,SVC001,MDL011,VAR063,Recall Campaign,Campaign,Fleet,Completed,false,true,true,false,2026-01-30,2026-01-30,4.1,3.4
SO0000288,2026-01-28,2026-01-01,SVC001,MDL011,VAR064,Accident Repair,Body Repair,Walk-in,Completed,false,false,false,true,2026-02-02,2026-02-05,11.0,8.2
SO0000289,2026-01-27,2026-01-01,SVC001,MDL011,VAR065,Periodic Service,Maintenance,Appointment,Completed,false,false,false,true,2026-01-28,2026-01-28,2.1,1.7
SO0000290,2026-01-26,2026-01-01,SVC001,MDL011,VAR066,Periodic Service,Mechanical,Appointment,Cancelled,false,false,false,false,2026-01-27,,1.3,1.1
SO0000291,2026-01-10,2026-01-01,SVC001,MDL012,VAR067,Warranty Repair,Campaign,Fleet,Completed,true,false,false,true,2026-01-11,2026-01-11,6.1,4.0
SO0000292,2026-01-20,2026-01-01,SVC001,MDL012,VAR068,Accident Repair,Body Repair,Fleet,Completed,true,false,false,true,2026-01-25,2026-01-25,21.5,19.1
SO0000293,2026-01-14,2026-01-01,SVC001,MDL012,VAR069,Periodic Service,Diagnostics,Appointment,Cancelled,false,false,false,true,2026-01-15,,1.4,1.0
SO0000294,2026-01-02,2026-01-01,SVC001,MDL012,VAR070,Accident Repair,Body Repair,Fleet,Cancelled,false,false,false,true,2026-01-07,,8.7,6.1
SO0000295,2026-01-11,2026-01-01,SVC001,MDL012,VAR071,Accident Repair,Body Repair,Pickup-Drop,Open,true,false,false,true,2026-01-16,,15.2,10.8
SO0000296,2026-01-22,2026-01-01,SVC001,MDL012,VAR072,Inspection,Mechanical,Pickup-Drop,Completed,true,false,false,false,2026-01-23,2026-01-24,5.0,3.7
SO0000297,2026-01-02,2026-01-01,SVC001,MDL001,VAR001,Periodic Service,Campaign,Appointment,Completed,false,false,false,true,2026-01-03,2026-01-03,2.7,2.2
SO0000298,2026-01-30,2026-01-01,SVC001,MDL001,VAR002,Recall Campaign,Campaign,Pickup-Drop,Cancelled,false,false,true,false,2026-01-31,,3.1,2.8
SO0000299,2026-01-05,2026-01-01,SVC001,MDL001,VAR003,Recall Campaign,Campaign,Appointment,Cancelled,false,true,true,true,2026-01-06,,5.0,4.4
SO0000300,2026-01-18,2026-01-01,SVC001,MDL001,VAR004,Accident Repair,Body Repair,Pickup-Drop,Completed,false,false,false,true,2026-01-23,2026-01-27,9.8,7.3
SO0000301,2026-01-22,2026-01-01,SVC001,MDL001,VAR005,Periodic Service,Electrical,Fleet,Completed,false,false,false,true,2026-01-23,2026-01-22,1.2,0.9
SO0000302,2026-01-24,2026-01-01,SVC001,MDL001,VAR006,Periodic Service,Maintenance,Fleet,Cancelled,false,false,false,true,2026-01-25,,2.6,2.3
SO0000303,2026-01-10,2026-01-01,SVC001,MDL002,VAR007,Inspection,Maintenance,Pickup-Drop,Cancelled,false,false,false,true,2026-01-11,,2.9,2.1
SO0000304,2026-01-26,2026-01-01,SVC001,MDL002,VAR008,Recall Campaign,Campaign,Appointment,Cancelled,true,false,true,false,2026-01-27,,4.2,3.6
